"stil","ime_anglescina","opis_materiala_anglescina","opis_artikla_anglescina"
"20.K404","Ladies' 3-Layer Softshell Vest","300g/m², outside: 95% polyester, 5% elastane, middle layer: breathable material, inside: micro fleece","3-layer fabric, waterproof (8,000mm water column), breathable (3,000g/m² in 24h), full-length zip, 2 front pockets with zip, 1 right breast pocket with zip"
"20.K410","Plaid Poncho","385g/m², 100% polyester, hood and body with Sherpa lining","Dropped shoulder, rib knit cuffs on sleeves, kangaroo pocket, soft velour exterior, TearAway label, neutral size label, 40° washable"
"20.K413","Men's 3-Layer Hooded Softshell Jacket","340g/m², outside: 95% polyester, 5% elastane, middle layer: breathable material, inside: micro fleece","3-layer fabric, water repellent (5,000mm water column), breathable (1,000g/m² in 24h), detachable adjustable hood, raglan sleeves, adjustable cuffs with velcro fastener, full-length zip, 2 side pockets and 1 breast pocket with zip, decoration access on the left chest"
"20.K422","Unisex 3 -layer hooded softshell jacket","300g/m², 95% polyester, 5% elastane, middle layer: breathable membrane, inside: micro fleece","Slim fit, waterproof (8,000mm water column), breathable (3,000g/m² in 24h), detachable hood with press studs and drawstring, detachable sleeves, 2 side pockets and 1 breast pocket with zip, double seams on cuffs and hem"
"20.K424","Men's 2-Layer Softshell Jacket","300g/m², outside: 95% polyester, 5% elastane, inside: 100% polyester microfleece","Tailored fit, water repellent, stand-up collar, 2 side pockets with zip, longer cut back, zips in contrasting color"
"20.K425","Ladies' 2-Layer Softshell Jacket","300g/m², outside: 95% polyester, 5% elastane, inside: 100% polyester microfleece","Tailored fit, water repellent, stand-up collar, 2 side pockets with zip, longer cut back, zips in contrasting color"
"20.K438","Hooded Sweat Jacket","180g/m², 100% enzyme-washed combed cotton, oxford grey: 10% viscose, French Terry (not roughened inside)","T-shirt fabric, unlined hood with cord and necktape in contrasting color, self-fabric cuffs, 2 kangaroo pockets, light quality"
"20.K442","Heavy Sweater","360g/m², 80% preshrunk ringspun cotton, 20% polyester, silicone washed","Neckline with ribbed collar and cross shape cover stitch, necktape inside in contrasting color, set-in sleeves, wide ribbed cuffs on sleeves and hem, LSF (low shrinkage fleece) for less shrinkage"
"20.K443","Heavy Hooded Sweatshirt","360g/m², 80% preshrunk ringspun cotton, 20% polyester, silicone washed","Casual cut, necktape and hood in contrasting color (grey), 2-layer hood, set-in sleeves, wide ribbed cuffs on sleeves and hem, kangaroo pocket, LSF (low shrinkage fleece) for less shrinkage"
"20.K444","Heavy Hooded Jacket","360g/m², 80% preshrunk ringspun cotton, 20% polyester, silicone washed","Necktape and hood in contrasting color (grey), 2-layer hood, set-in sleeves, wide ribbed cuffs on sleeves and hem, YKK zip, kangaroo pockets, LSF (low shrinkage fleece) for less shrinkage"
"20.K446","Contrast Hooded Sweater","280g/m², 80% cotton, 20% polyester","Lined hood in contrasting color with cord, ribbed cuffs and hem, kangaroo pocket with access for headphones, roughened inside"
"20.K453","Kids' Contrast Hooded Sweater","280g/m², 80% cotton, 20% polyester","Lined hood in contrasting color, ribbed cuffs and hem, kangaroo pocket with access for headphones, roughened inside"
"20.K465","Ladies' Contrast Hooded Sweater","280g/m², 80% cotton, 20% polyester","Tailored fit, lined hood in contrasting color with cord, ribbed cuffs on sleeves and hem, kangaroo pocket with access for headphones, roughened inside"
"20.K471","Ladies' Oversized Sweatshirt","270g/m², 91% cotton, 9% polyester, light grey heather: 87% cotton, 9% polyester, 4% viscose, French Terry (not roughened inside)","Wide casual fit, large neckline, herringbone necktape, raw edge finish at ham, double seams on cuffs, neutral size label"
"20.K480","Men's Organic Raglan Sweatshirt","300g/m², 80% certified organic cotton, 20% polyester, French Terry (not roughened inside)","Small V-insert on the collar, necktape, raglan sleeves, wide ribbed cuffs on neck, sleeves and cuffs, neutral size label"
"20.K481","Ladies' Organic Raglan Sweatshirt","300g/m², 80% certified organic cotton, 20% polyester, French Terry (not roughened inside)","Tailored fit, small V-insert on the collar, necktape, raglan sleeves, wide ribbed cuffs on neck, sleeves and cuffs, neutral size label"
"20.K484","Men's Organic Hooded Sweat Jacket","300g/m², 80% certified organic cotton, 20% polyester","Lined hood with cord, necktape, wide ribbed cuffs on neck, sleeves and cuffs, metal zip, 2 side pockets, headphone opening on pocket and neck, neutral size label"
"20.K493","Organic Sweat Dress","270g/m², 91% certified organic cotton, 9% polyester, light grey melange: 87% cotton, 9% polyester, 4% viscose, French Terry (not roughened inside)","Round neckline, raglan sleeves, rib knit on cuffs and hem, 2 side pockets with piping, neutral size label"
"20.K494","Ladies' Oversize Organic Hooded Sweatshirt","270g/m², 91% certified organic cotton, 9% polyester, French Terry (not roughened inside)","Wide casual fit, hood with jersey lining, twill necktape, set-in sleeves, rib knit on cuffs and hem, neutral size label"
"20.K495","Organic Piqué Sweater","280g/m², 100% certified organic cotton, French Terry (not roughened inside)","Round neckline, raglan sleeves, lined ribbed cuffs on sleeves and hem, piqué knit, neutral size label"
"20.K497","Unisex Fleece Jacket ""Teddy""","320g/m², 70% cotton, 30% polyester","Twill necktape, contrasting set-in sleeves, press studs in contrasting color, 2 side pockets with piping in contrasting color, rib knit collar, sleeves and cuffs with contrasting stripes, hanging loop, 3-thread brushed fleece, neutral size label"
"20.K500","Dress short-sleeve","220g/m², 64% polyester, 34% viscose, 2% elastane","Classic tailored cut, slit and concealed zip at the back, stretch lining for extra comfort, french sizes: please have a look at our size table, dry cleaning"
"20.K501","Men's Vest","220g/m², 64% polyester, 34% viscose, 2% elastane, lining: 100% polyester Taffeta®","Tailored fit, closure with 5 buttons, 2 small welt pockets, side slits, lined back, adjustable strap on the back with metal buckle, french sizes: please have a look at our size table"
"20.K502","Ladies' Vest","220g/m², 64% polyester, 34% viscose, 2% elastane, lining: 100% polyester Taffeta®","Tailored fit, closure with 4 buttons, 2 small welt pockets, side slits, lined back, adjustable strap on the back with metal buckle, french sizes: please have a look at our size table"
"20.K507","Jacquard Knit Shirt long-sleeve","165g/m², 68% cotton, 32% polyester, jacquard knit","Collar stand with synthetic leather in contrasting color, classic button-placket with faux pearl buttons, rounded hem, adjustable cuffs, soft fabric"
"20.K518","Denim Blouse long-sleeve","130g/m², 100% cotton","Tailored fit, back and front yoke, cuffs with press studs, rounded hem, press studs, 2 breast pockets with press studs and flaps"
"20.K519","Denim Shirt long-sleeve","130g/m², 100% cotton","Tailored fit, back and front yoke, cuffs with press studs, press studs, 2 breast pockets with press studs and flaps"
"20.K522","Non-iron shirt long-sleeve","120g/m², 100% cotton-micro-twill","Buttonless collar, sleeves lined with double seams, angle cut adjustable cuffs, rounded hem, buttons tone-in-tone, 2 spare buttons, high-quality lap seam processing, double back yoke, non-iron"
"20.K537","Non-iron shirt long-sleeve","120g/m², 100% cotton-twill","Reinforced button down collar, edged button-placket with self-colored buttons, mitred cuff with 2 buttons and 1 button on the gauntlet, rounded hem, 2 spare buttons, left patch breast pocket, back yoke with 2 side pleats, non-iron"
"20.K539","Non-iron Shirt short-sleeve","120g/m², 100% cotton-micro-twill","Reinforced button down collar, edged button-placket with self-colored buttons, rounded hem, 2 spare buttons, left patch breast pocket, back yoke with 2 side pleats, non-iron"
"20.K545","Poplin Shirt ""Jofrey"" long-sleeve","110g/m², 65% polyester, 35% cotton","Stiffened collar, mitred cuffs, rounded hem, buttons tone-in-tone, 2 spare buttons, breast pocket, back yoke with 2 side pleats"
"20.K548","Poplin Blouse ""Judith"" short-sleeve","110g/m², 65% polyester, 35% cotton","Classic buttonless collar, rounded hem, buttons tone-in-tone, 1 spare button, left chest pocket, easy-care fabric"
"20.K549","Poplin Blouse ""Jessica"" long-sleeve","110g/m², 65% polyester, 35% cotton","Classic buttonless collar, rounded cuffs, adjustable with 2 buttons, rounded hem, buttons tone-in-tone, 1 spare button, left chest pocket, easy-care fabric"
"20.K551","Poplin Shirt ""Ace"" short-sleeve","110g/m², 65% polyester, 35% cotton","Stiffened collar, rounded hem, buttons tone-in-tone, 1 spare button, breast pocket, back yoke with 2 side pleats"
"20.K579","Flannel Shirt with Sherpa Fleece Lining","190g/m², 100% cotton flannel, sherpa lined body in 100% polyester, sleeve lining: 100% polyester taffeta","Classic button-placket, rounded hem, adjustable cuffs, 2 breast pockets with flap, very soft and warm fabríc, neutral size label"
"20.K588","Linen Shirt long-sleeve","130g/m², 55% linen, 45% cotton","Roll-up sleeves with button tab, contrasting buttons, 1 spare button, decorative stitching on sleeves and cuffs"
"20.K589","Linen Blouse long-sleeve","130g/m², 55% linen, 45% cotton","Roll-up sleeves with button tab, contrasting buttons, 1 spare button, decorative stitching on sleeves and cuffs"
"20.K599","Corduroy Shirt longsleeve","150g/m², 100% cotton, corduroy","Slim fit, cuffs adjustable with 2 buttons, rounded hem, 7 white mother-of-pearl buttons, left chest pocket, lined back, color deviations possible due to dyeing after production, TearAway label, neutral size label, 40° washable"
"20.K624","Multifunctional Vest","65% polyester, 35% cotton drill","Edging at neckline, sleeves and hem, 3 below pockets with flap, 4 front pockets, 1 divided breast pocket"
"20.K639","2-in-1 Jacket with detachable Sleeves","475g/m², 100% polyester with PVC coating, lining: 100% polyester fleece, sleeve lining: polyester padding","Hood in collar, 3 outer- and inside pockets, application in contrasting color, drawstring on the hem, decoration access in lining"
"20.K657","3-in-1 Parka","605g/m², outside: 100% polyester with PVC coating, inside: 100% polyester","Waterproof, detachable hood, cuffs with velcro fastener, zip with wind flap, welded seams, inner jacket made of polyester microfleece, decoration access"
"20.K677","Parka","450g/m², 100% Oxford polyester, quilted lining with polyester padding","Stand-up collar with polyester fleece lining and integrated hood, velcro fasteners on cuffs, 2 outside pockets with zip and flap, mobile phone pocket inside, decoration access in lining"
"20.K679","Vest ""Record""","275g/m², 100% nylon, lining: polyester fleece","Stand-up collar, zip tone-in-tone, 2 side slide-in pockets, decoration access in lining"
"20.K693","Workwear Jacket ""Factory"" with detachable Sleeves","465g/m², outside: 100% polyester with PVC coating, inside: 100% polyester","Hood in collar, velcro fasteners on cuffs, drawstring with stoppers on hem, storm flap with press studs, 2 side pockets with piping, decoration access in lining"
"20.K710","Sweat Shorts","280g/m², 80% cotton, 20% polyester, French Terry (not roughened inside)","Wide hem with flat cord and metal eyelets, 2 side pockets, 1 back pocket, double seams, LSF (low shrinkage fleece) for less shrinkage"
"20.K730","Men's Suit Trousers","220g/m², 64% polyester, 34% viscose, 2% elastane","Waistband with belt loops, slim leg, unhemmed trouser legs so that they can be tailored to fit, zip with concealed hook and button, 2 italian front pockets and 2 back pockets with piping, semi lined front, french sizes: please have a look at our size table, dry cleaning"
"20.K731","Ladies' Suit Trousers","220g/m², 64% polyester, 34% viscose, 2% elastane","Slim fit, elastic hem on the backside for optimal comfort, trouser legs with invisible hems, zip with concealed hook and button, 2 italian front pockets and 2 back pockets with piping, dry cleaning, inside leg: 30 Inches (78cm)"
"20.K732","Pencil Skirt","220g/m², 64% polyester, 34% viscose, 2% elastane","Slit and concealed zip at the back, stretch lining for extra comfort, french sizes: please have a look at our size table, dry cleaning"
"20.K740","Men's Chino Pants","244g/m², 98% cotton-twill, 2% elastane, enzyme washed","Belt loops, zip and button, 2 italian side pockets with 1 coin pocket and 1 ticket pocket, 2 back pockets with piping and reinforced seams, specially treated to appear intentionally aged - colors may vary, french sizes: please have a look at our size table"
